name,destination,seller,price_in_eur,weight,Strain,Type,Rating_weed,Effects,Flavor,Description,weed,hash,source,origin,items_sold,Rating_seller
2oz cereal milk indoor,North America,apeman420,141.96,2.0g,doox,sativa,4.4,"Uplifted,Energetic,Happy,Focused,Tingly","Sweet,Citrus,Lime","Doox is a sativa-dominant hybrid strain bred from Purple Cow and the legendary hybrid Chemdawg. The effects will set in quickly, delivering an intense body buzz coupled with dreamy euphoria. Doox flowers typically bloom in pale pastel greens masked by a dense coat of frosty resin. Pungent and skunky, this strain is sure to fill the room with its strong sour aroma. ",1,0,Torzon,United States,503.0,4.96
56g stardawg £432,WorldWide,happyweed,526.6898,56.0g,stardawg,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Diesel,Pungent,Earthy","Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdawg 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. ",1,0,Torzon,United Kingdom,39.0,4.95
10g ✯bestsecret✯ ♕super lemon haze�...,Europe,WeedPhantom,83.24680000000001,10.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,223.0,4.97
10g | homegrown | lemon kix | 19% thc,WorldWide,DieseGute,116.5437,10.0g,limon,sativa,4.8,"Happy,Creative,Euphoric,Energetic,Giggly","Lemon,Citrus,Diesel","Created by LivWell, Limon is a sativa-dominant strain that blends Sour Diesel, Strawberry Diesel, and NYC Diesel. With notes of diesel and skunk in flavor, these bright green frosty buds will leave you with an uplifting and long-lasting cerebral buzz.",1,0,Torzon,Germany,433.0,4.82
%%re opening sale super silver haze 50g,WorldWide,WeedHunter1312,338.18330000000003,50.0g,silver-haze,sativa,4.2,"Happy,Euphoric,Relaxed,Talkative,Uplifted","Earthy,Sweet,Pungent","Silver Haze was the first seed strain to deliver the full-strength Haze experience in a fatter, faster, more compact form. Crossing Haze with a non-dominant indica Northern Lights, Silver Haze maintains strong but clear-headed sativa effects. Introduced by Sensi Seeds, the Silver Haze gets its name from the massive amount of shiny THC glands covering the buds.  ",1,0,Torzon,Germany,474.0,4.93
100g gorilla glue a*** ,Europe,WeedPhantom,520.2834,100.0g,100-og,hybrid,4.0,"Creative,Energetic,Tingly,Euphoric,Relaxed","Earthy,Sweet,Citrus","$100 OG is a 50/50 hybrid strain that packs a strong punch. The name supposedly refers to both its strength and high price when it first started showing up in Hollywood. As a plant, $100 OG tends to produce large dark green buds with few stems. Users report a strong body effect of an indica for pain relief with the more alert, cerebral feeling thanks to its sativa side.",1,0,Torzon,Germany,223.0,4.97
7g star dawg £ 53.90,WorldWide,maurelius,65.7202,7.0g,stardawg,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Diesel,Pungent,Earthy","Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdawg 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. ",1,0,Torzon,United Kingdom,308.0,4.93
5g - ⭐ fire og ⭐ top shelf indoor ✅...,Europe,GreenConnection,46.8286,5.0g,fire-og,hybrid,4.4,"Relaxed,Happy,Euphoric,Uplifted,Energetic","Earthy,Citrus,Lemon","Known for being one of the strongest of the OG strains, Fire OG has a strong scent similar to Lemon Pledge and an effect that can last up to 3 hours. With parents of OG Kush and San Fernando Valley OG Kush F3, the THC can be up to 20% with a CBD of 0.36%. The plant has frost covered nuggets with red hairs, giving the appearance that it is on fire--where the name Fire OG comes from. Flowering time is generally 9-10 weeks.",1,0,Torzon,Spain,104.0,4.82
20g - ⭐ super skunik x big korean x haw...,Europe,GreenConnection,130.0663,20.0g,super-skunk,indica,4.2,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Skunk,Earthy,Sweet","A predominantly indica variety, Super Skunk takes its robust flowers from its parent strain Skunk #1. By backcrossing the legendary Skunk with Afghani genetics, Sensi Seeds created a strain with dense, thick buds that are known to be extremely pungent with a surprisingly sweet taste. This strain produces a bold relaxing effect over the body and is a great answer for increased stress and body pains.",1,0,Torzon,Spain,104.0,4.82
1gr ★ big bud *eu*,Europe,Maister,7.3801,1.0g,big-bud,indica,3.9,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Earthy,Skunk,Flowery","Developed in the USA before being brought to the Netherlands in the 1980s to survive the War on Drugs, Big Bud is a legend among growers for its high yields in the garden. Preserved to this day by Dutch breeder Sensi Seeds, this indica produces massive buds with very few leaves, unmatched by any other cannabis variety. With an earthy and spicy aroma, Big Bud delivers deeply relaxing full-body effects true to its indica lineage.",1,0,Torzon,Slovenia,20.0,5.0
*indoor cannabis* ice cream cake 7g(0.25o...,North America,dreamjar,21.767200000000003,7.0g,ice-cream,hybrid,4.1,"Happy,Relaxed,Uplifted,Focused,Euphoric","Sweet,Vanilla,Woody","This indica-dominant 60/40 strain bred by Paradise Seeds creates a great hybrid balance of effects. Much like the frozen treat, Ice Cream has a smooth, creamy taste.",1,0,Torzon,United States,90.0,5.0
5g kush mintz,Europe,ganjamen,31.213,5.0g,qush,indica,4.5,"Relaxed,Sleepy,Uplifted,Happy,Euphoric","Flowery,Citrus,Pungent","Qush is a 70/30 indica-dominant cannabis strain from TGA Genetics, who combines Pre-98 Bubba Kush with Space Queen. Bred for potency as well as flavor, Qush’s resin-packed buds radiate with sweet aromas of grape, cherry, and hashy spice. This tranquilizing strain has a way of calming worries and upset stomachs, but keep in mind that Qush can have a sedating, cloudy effect on the mind so consider saving this one for evenings and lazy days.",1,0,Torzon,Germany,107.0,4.88
10gr critical mass [weed indoor] aaa+ thc...,Europe,purplecanon,79.07900000000001,10.0g,critical-mass,indica,4.3,"Relaxed,Happy,Sleepy,Euphoric,Hungry","Earthy,Pungent,Sweet","Critical Mass is a combination of Afghani and Skunk #1 that originated from the breeder Mr. Nice Seed Bank. With a large 'critical mass' of production, branches tend to snap from the weight of these dense buds. Flowering time is approximately 6-8 weeks, with a heavy leaf to flower ratio. However, due to the large production of flowering, this strain is susceptible to mold which can be reduced by growing indoors to reduce humidity. THC levels of this strain may reach 19-22%.",1,0,Torzon,Spain,56.0,4.95
*** 50 gram pp power plant marihuana ***,WorldWide,Mrtanzanite,312.1664,50.0g,power-plant,sativa,4.2,"Happy,Uplifted,Euphoric,Energetic,Talkative","Earthy,Pungent,Woody","Power Plant comes from Dutch Passion Seed Company and is derived from powerful South African sativa strains. Thanks to this, these plants have a fast growing time compared to most sativas and will produce either many medium-sized flowers or a few very large buds with smaller “popcorn” buds between 7 and 9 weeks. These plants are troopers and will do well in almost any grow environment, but its woody, earthy scent is pungent, so indoor growers will have to prepare. Power Plant has a sharp, peppery taste. While many sativas are good choices for a clear-headed buzz, this plant’s high THC content makes it powerful. It makes some users happy and creative, though effects may verge on too intoxicating for some.",1,0,Torzon,Germany,44.0,4.3
*indoor cannabis* mix popcorn 28g(1oz),North America,dreamjar,47.32,28.0g,bananas,hybrid,4.5,"Relaxed,Energetic,Happy,Uplifted,Focused","Tropical,Grape,Vanilla","Bananas from Leafs by Snoop is an indica-dominant hybrid strain offered in concentrate form. This shatter intends to capture sweet tropical flavors of fruit and banana, and offers energizing cerebral effects to fuel creativity. This strain is high in THC with a potency that’s said to stretch to 22%.",1,0,Torzon,United States,90.0,5.0
big apple cannabis buds and flowers 28g,North America,msmaryjane,92.7472,28.0g,big-bud,indica,3.9,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Earthy,Skunk,Flowery","Developed in the USA before being brought to the Netherlands in the 1980s to survive the War on Drugs, Big Bud is a legend among growers for its high yields in the garden. Preserved to this day by Dutch breeder Sensi Seeds, this indica produces massive buds with very few leaves, unmatched by any other cannabis variety. With an earthy and spicy aroma, Big Bud delivers deeply relaxing full-body effects true to its indica lineage.",1,0,Torzon,United States,44.0,5.0
(28g) girl scout cookies - united kingdom...,WorldWide,Maling47,240.17630000000003,28.0g,wookies,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Focused","Menthol,Earthy,Pungent","Wookies (not to be confused with the strain “Wookie” or the enormous, sentient space-bears of Star Wars) is an indica-dominant cross of White 91 (The White x Chemdawg 91) and Girl Scout Cookies. Known for its loud terpene profile and high-THC percentage, Wookies grows the Cookies genetic line while standing firmly on its own in terms of effects. It combines the generous trichome production of White 91 with the minty, musky aroma of the GSC “Forum Cut” to create a strain that is potent and pleasing to the senses.    ",1,0,Torzon,United Kingdom,466.0,4.93
7g z cube cannabis united kingdom,Europe,englandshop,68.2773,7.0g,bananas,hybrid,4.5,"Relaxed,Energetic,Happy,Uplifted,Focused","Tropical,Grape,Vanilla","Bananas from Leafs by Snoop is an indica-dominant hybrid strain offered in concentrate form. This shatter intends to capture sweet tropical flavors of fruit and banana, and offers energizing cerebral effects to fuel creativity. This strain is high in THC with a potency that’s said to stretch to 22%.",1,0,Torzon,United Kingdom,72.0,4.99
20g bio masterkush ,WorldWide,LuckyXLuke,192.5014,20.0g,master-kush,indica,4.3,"Relaxed,Happy,Euphoric,Sleepy,Uplifted","Earthy,Pungent,Woody","Master Kush is a popular indica cross created out of two landrace strains from different parts of the Hindu Kush region. Master Kush is bred by the Dutch White Label Seed Company, located in Amsterdam. During maturation the plant produces a subtle earthy, citrus smell with a hint of incense, which is often described as a vintage flavor. The taste of Master Kush is reminiscent of the famous hard-rubbed charas hash. This strain holds a superb balance of full-body relaxation without the mind-numbing effect that many indica strains produce. Instead, Master Kush offers a sharpened sensory awareness that can bring out the best of any activity.",1,0,Torzon,Germany,292.0,4.84
1oz ghost train haze -aaa+free3dayshippin...,North America,CaliCannabisCo,94.64,1.0g,ghost-train-haze,sativa,4.6,"Uplifted,Happy,Energetic,Euphoric,Focused","Earthy,Citrus,Pine","First bred by Rare Dankness, Ghost Train Haze is a sativa cross between Ghost OG and Neville’s Wreck. Unlike typical sativas, Ghost Train Haze grows dense buds blanketed in white, crystal-capped trichomes. With a sour citrus and floral aroma, Ghost Train Haze delivers a potent dose of THC to knock out pain, depression, and appetite loss, but patients prone to anxiety should steer clear of this heavy-hitter. Low doses are conducive to concentration and creativity, but you may notice some cerebral haziness as you administer more. Ghost Train Haze is a suitable outdoor strain for warm climates and has a 65 to 80 day flowering time indoors.",1,0,Torzon,United States,30.0,4.87
500g a+ | banana punch - oc farm - us gen...,WorldWide,OldCuban,1873.0075,500.0g,bananas,hybrid,4.5,"Relaxed,Energetic,Happy,Uplifted,Focused","Tropical,Grape,Vanilla","Bananas from Leafs by Snoop is an indica-dominant hybrid strain offered in concentrate form. This shatter intends to capture sweet tropical flavors of fruit and banana, and offers energizing cerebral effects to fuel creativity. This strain is high in THC with a potency that’s said to stretch to 22%.",1,0,Torzon,Germany,32.0,4.91
(56g) sunset sherbet - united kingdom ndd...,WorldWide,Maling47,323.0864,56.0g,sunset-sherbert,hybrid,4.6,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Citrus,Earthy","Heir to the Girl Scout Cookies throne is Sunset Sherbet (or Sunset Sherbert), an indica-leaning hybrid with intoxicatingly potent effects. Sunset Sherbet inherits the genetic lineage of its Girl Scout Cookies parent, whose ancestors include the famed OG Kush, Cherry Pie, and Durban Poison. Crossed with an indica known as Pink Panties, Sunset Sherbet exhibits powerful full-body effects elevated by a jolt of cerebral energy. A complex aroma colors Sunset Sherbet with notes of skunky citrus, sweet berry, and that candy-like smell redolent of its Girl Scout Cookies parent. Stress, tension, and sour moods melt away with the carefree mindset and physical relaxation that comes with this rich hybrid.",1,0,Torzon,United Kingdom,466.0,4.93
1 gram x dutch amnesia haze weed a+++ ,WorldWide,Herodus,10.4013,1.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Netherlands,5.0,4.2
56g a+ mochiesel indoor,North America,apeman420,123.032,56.0g,chiesel,hybrid,4.4,"Happy,Euphoric,Relaxed,Uplifted,Focused","Diesel,Pungent,Cheese","Big Buddha Cheese and NYC Diesel come together to form the Chiesel cannabis variety. Strong smell is to be expected considering its lineage, and Chiesel provides a euphoric and functional stone. Chiesel has been known to produce a very high yield under optimum conditions.",1,0,Torzon,United States,503.0,4.96
5g gelato 33 spain-cali[rare premium item...,WorldWide,greenleafde,78.0416,5.0g,gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery","Gelato (also referred to as 'Larry Bird') is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.",1,0,Torzon,Germany,2749.0,4.86
 *thai weed*28g thai-stick 20% extra-free...,Europe,GRAMAZON,68.2773,28.0g,digweed,indica,3.9,"Happy,Uplifted,Relaxed,Sleepy,Giggly","Earthy,Skunk,Spicy/Herbal","Digweed is an indica-dominant strain that was named after a cat with a sweet tooth for cannabis plants. This high-CBD cross between Afghani and Sweet Tooth has a fruity, floral aroma and is often chosen by patients treating chronic pain, stress, and muscle spasms.",1,0,Torzon,United Kingdom,150.0,4.93
  %%re opening sale amnesia haze 50g,WorldWide,WeedHunter1312,338.18330000000003,50.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Germany,474.0,4.93
[25g] - chocolope | classic genetic | 22%...,Europe,QueenOfCannabis,218.5183,25.0g,chocolope,sativa,4.3,"Happy,Uplifted,Energetic,Focused,Euphoric","Coffee,Earthy,Sweet","DNA Genetics developed Chocolope by crossing Chocolate Thai with Cannalope Haze to create their homage to the Chocolate strains of the 1980s. The hefty sativa buds give earthy, sweet coffee flavors that provide a dreamy, cerebral effect. Consumers report a strong, euphoric mental shift that is great when coping with depression or stress.",1,0,Torzon,Germany,189.0,4.96
7g mix bucket ndd shipping  ,WorldWide,radarbreeder,41.4505,7.0g,burkle,indica,4.9,"Relaxed,Sleepy,Happy,Euphoric,Uplifted","Berry,Flowery,Pungent","Burkle, 3rd place winner of Best Indica Flower at the 2016 Colorado Cannabis Cup, is an indica-dominant hybrid that crosses Pre-98 Bubba Kush with Granddaddy Purple (though some claim it to be Purple Urkle based on the name). The result is a powerfully relaxing indica that consumes the body with calming effects that ease away pain and induce sleep. Burkle is great for a lazy evening at home, but not so great for being productive. Its sweet flavor profile is a blend of spiced licorice aromas and an earthy peppermint aftertaste. This strain is known to produce a case of the munchies which makes it a good choice for those suffering from a lack of an appetite.",1,0,Torzon,United Kingdom,1.0,5.0
*indoor cannabis* jack herer 14g(0.5oz),North America,dreamjar,37.856,14.0g,jack-herer,sativa,4.4,"Happy,Uplifted,Energetic,Focused,Euphoric","Earthy,Pine,Woody","Jack Herer is a sativa-dominant cannabis strain that has gained as much renown as its namesake, the marijuana activist and author of The Emperor Wears No Clothes. Combining a Haze hybrid with a Northern Lights #5 and Shiva Skunk cross, Sensi Seeds created Jack Herer hoping to capture both the cerebral elevation associated with sativas and the heavy resin production of indicas. Its rich genetic background gives rise to several different variations of Jack Herer, each phenotype bearing its own unique features and effects. However, consumers typically describe this 55% sativa hybrid as blissful, clear-headed, and creative.Jack Herer was created in the Netherlands in the mid-1990s, where it was later distributed by Dutch pharmacies as a recognized medical-grade strain. Since then, the spicy, pine-scented sativa has taken home numerous awards for its quality and potency. Many breeders have attempted to cultivate this staple strain themselves in sunny or Mediterranean climates, and indoor growers should wait 50 to 70 days for Jack Herer to flower.",1,0,Torzon,United States,90.0,5.0
224 grams indoor bud - durban poison/fres...,North America,Psychetopia,264.992,224.0g,durban-poison,sativa,4.4,"Energetic,Happy,Uplifted,Euphoric,Focused","Earthy,Sweet,Pine","This pure sativa originates from the South African port city of Durban. It has gained notoriety worldwide for its sweet smell and energetic, uplifting effects. Durban Poison is the perfect strain to help you stay productive through a busy day, when exploring the outdoors, or to lend a spark of creativity. Growers and concentrate enthusiasts will both enjoy the over-sized resin glands which make this strain a quality choice for concentrate extraction. The buds are round and chunky, and leave a thick coating of trichomes on almost all areas of the plant.",1,0,Torzon,United States,3.0,3.67
50g lemon haze special price,Europe,bestnarco,260.1417,50.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,172.0,4.96
100g girl scout cookies  ,Europe,WeedPhantom,520.2834,100.0g,wookies,hybrid,4.8,"Happy,Relaxed,Euphoric,Uplifted,Focused","Menthol,Earthy,Pungent","Wookies (not to be confused with the strain “Wookie” or the enormous, sentient space-bears of Star Wars) is an indica-dominant cross of White 91 (The White x Chemdawg 91) and Girl Scout Cookies. Known for its loud terpene profile and high-THC percentage, Wookies grows the Cookies genetic line while standing firmly on its own in terms of effects. It combines the generous trichome production of White 91 with the minty, musky aroma of the GSC “Forum Cut” to create a strain that is potent and pleasing to the senses.    ",1,0,Torzon,Germany,223.0,4.97
50g | silver haze,Europe,GermanFly,312.1664,50.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,1.0,5.0
25g purpel haze special price,Europe,ganjamen,171.6897,25.0g,haze,sativa,4.2,"Uplifted,Happy,Creative,Tingly,Relaxed","Earthy,Pungent,Sweet","The illustrious Haze sativa first took root in Santa Cruz, California during the 1960s where long growing seasons accommodated her lengthy flowering cycle. Since then, Haze has become the proud parent of countless hybrids around the globe, passing on its genetics from Colombia, Mexico, Thailand, and South India. Although Haze cultivators must wait patiently for Haze flowers to reach full maturation, few strains can match the high-energy, creative buzz provided by this sativa staple. Haze's aroma is typically characterized by a spicy scent accented by hints of citrus and earthy sweetness. ",1,0,Torzon,Germany,107.0,4.88
 *thai weed*14g thai-stick 20% extra-free...,Europe,GRAMAZON,37.7923,14.0g,digweed,indica,3.9,"Happy,Uplifted,Relaxed,Sleepy,Giggly","Earthy,Skunk,Spicy/Herbal","Digweed is an indica-dominant strain that was named after a cat with a sweet tooth for cannabis plants. This high-CBD cross between Afghani and Sweet Tooth has a fruity, floral aroma and is often chosen by patients treating chronic pain, stress, and muscle spasms.",1,0,Torzon,United Kingdom,150.0,4.93
stardawg 28g,Europe,NextGeneration,152.3977,28.0g,stardawg,hybrid,4.5,"Happy,Relaxed,Uplifted,Euphoric,Talkative","Diesel,Pungent,Earthy","Stardawg, possibly named after the bright, sparkling crystal trichomes that blanket the strain like stars, is a hybrid cross between Chemdawg 4 and Tres Dawg. Earthy pine with sour notes of diesel color Stardawg, whose uplifting effects may help patients treating stress, fatigue, and anxiety disorders. Stardawg flowers in 67 days indoors with moderate yields. ",1,0,Torzon,United Kingdom,69.0,4.91
28 g - cali weed top premium buds,WorldWide,MedellinPharmacybot,208.1079,28.0g,digweed,indica,3.9,"Happy,Uplifted,Relaxed,Sleepy,Giggly","Earthy,Skunk,Spicy/Herbal","Digweed is an indica-dominant strain that was named after a cat with a sweet tooth for cannabis plants. This high-CBD cross between Afghani and Sweet Tooth has a fruity, floral aroma and is often chosen by patients treating chronic pain, stress, and muscle spasms.",1,0,Torzon,United Kingdom,558.0,4.91
5g peanut butter rockstar,WorldWide,DrugXpress,88.45200000000001,5.0g,rockstar,indica,4.3,"Relaxed,Happy,Sleepy,Uplifted,Talkative","Pungent,Earthy,Sweet","Rockstar, a cross between Rockbud and Sensi Star, is a potent indica-dominant hybrid that delivers strong effects without debilitating sedation. With aromatic notes of spice and grape, Rockstar is a favorite medicine for headaches, pain, and sleep disorders. Its powerful body and cerebral effects make Rockstar popular among growers, who typically harvest their outdoor plants in mid-October. For those who prefer indoor gardens, Rockstar grows best using the “sea of green” method with a 56 to 63 day flowering time.",1,0,Torzon,Germany,12.0,4.92
(28g) shake - sale - united kingdom next ...,WorldWide,Maling47,96.3144,28.0g,cinex,sativa,4.3,"Energetic,Uplifted,Happy,Focused,Euphoric","Earthy,Citrus,Sweet","Cinex, a hybrid of parents Cinderella 99 and Vortex, has a mixture of flavors ranging from sweet citrus to earthy skunk. The effects are clear-headed and uplifting, perfect for building a positive mindset and stimulating creative energy. Consumers enjoy Cinex for its ability to suppress pain and depression.",1,0,Torzon,United Kingdom,466.0,4.93
500 grams x dutch candy kush weed a+++,WorldWide,Herodus,3121.6822,500.0g,kandy-kush,hybrid,4.3,"Happy,Relaxed,Uplifted,Euphoric,Hungry","Sweet,Citrus,Lemon","Kandy Kush is a favorite of DNA Genetics’ Reserva Privada line that combines two California classics, OG Kush (thought to be the “Christopher Wallace” cut) and Trainwreck, to make a tasty indica-dominant hybrid (although sativa phenotypes displaying more of the Trainwreck structure have been noted).  Like the name suggests, the flavor is sweet like candy with a strong lemon-Kush scent.  Very popular with medicinal growers, Kandy Kush provides a potent indica high with pronounced pain relief.",1,0,Torzon,Netherlands,5.0,4.2
1g | ayahuasca purple *cαʟı шεεɔ*,Europe,GermanFly,14.469,1.0g,ayahuasca-purple,indica,4.4,"Relaxed,Euphoric,Sleepy,Happy,Tingly","Spicy/Herbal,Pungent,Earthy","Ayahuasca Purple by Barney’s Farm is a deeply relaxing indica-dominant cross of Master Kush and Red River Delta. The primary aromas are unique, expressing hints of hazelnut and papaya. This indica-dominant strain develops deep purple foliage and is sensitive to overfeeding. Enjoy Ayahuasca Purple at the end of the day to maximize its relaxing, full-body effects.  ",1,0,Torzon,Germany,1.0,5.0
10g amnesia haze ,Europe,bestweedforyou,98.8533,10.0g,amnesia,sativa,4.3,"Happy,Euphoric,Energetic,Creative,Uplifted","Earthy,Sweet,Skunk","Amnesia is typically a sativa-dominant cannabis strain with some variation between breeders. Skunk, Cinderella 99, and Jack Herer are some of Amnesia’s genetic forerunners, passing on uplifting, creative, and euphoric effects ideal for treating mood disorders. Growers should expect a 9-10 week flowering period with moderate yields. This strain normally has a high THC and low CBD profile and produces intense psychotropic effects that new consumers should be wary of. ",1,0,Torzon,Germany,48.0,4.94
sherblato jungle boys pack 3.5g import ,WorldWide,radarbreeder,97.5338,3.5g,gelato,hybrid,4.7,"Relaxed,Happy,Euphoric,Uplifted,Creative","Sweet,Pungent,Flowery","Gelato (also referred to as 'Larry Bird') is another tantalizing hybrid cannabis strain from Cookie Fam Genetics, following in the footsteps of its parents Sunset Sherbet and Thin Mint Girl Scout Cookies. This Bay Area, California native gets its name from the fruity, dessert-like aroma, a common genetic thread among the Cookie family. Her buds tend to bloom in dark purple hues illuminated by fiery orange hairs and a shining white coat of crystal resin. Novice consumers may want to approach this THC powerhouse with caution, but those armed with a high tolerance will delight in Gelato’s heavy-handed euphoria. Physical relaxation comes on strong, but many find themselves still mentally agile enough to stay productive and creative when enjoying Gelato during the day.",1,0,Torzon,United Kingdom,1.0,5.0
14g platinum punch top shelf cali  ndd sh...,WorldWide,radarbreeder,152.3977,14.0g,platinum-og,indica,4.4,"Relaxed,Sleepy,Euphoric,Happy,Hungry","Earthy,Pine,Pungent","Platinum OG is just as precious as the metal it’s named after. With a THC content regularly topping 20%, this indica-dominant hybrid asserts itself as one of the “heaviest” strains around. Platinum OG is purported to stem from three strains: Master Kush, OG Kush, and a third unknown parent. Flowers are lime green and plump, with prominent orange hairs and a platinum coating thanks to the abundance of THC crystals. A brief, heady onset settles into a powerful physical sedation suitable for nighttime use and pain, stress, or anxiety relief, making this precious strain a robust healer.",1,0,Torzon,United Kingdom,1.0,5.0
*indoor cannabis* jack herer 112g(4oz),North America,dreamjar,274.456,112.0g,jack-herer,sativa,4.4,"Happy,Uplifted,Energetic,Focused,Euphoric","Earthy,Pine,Woody","Jack Herer is a sativa-dominant cannabis strain that has gained as much renown as its namesake, the marijuana activist and author of The Emperor Wears No Clothes. Combining a Haze hybrid with a Northern Lights #5 and Shiva Skunk cross, Sensi Seeds created Jack Herer hoping to capture both the cerebral elevation associated with sativas and the heavy resin production of indicas. Its rich genetic background gives rise to several different variations of Jack Herer, each phenotype bearing its own unique features and effects. However, consumers typically describe this 55% sativa hybrid as blissful, clear-headed, and creative.Jack Herer was created in the Netherlands in the mid-1990s, where it was later distributed by Dutch pharmacies as a recognized medical-grade strain. Since then, the spicy, pine-scented sativa has taken home numerous awards for its quality and potency. Many breeders have attempted to cultivate this staple strain themselves in sunny or Mediterranean climates, and indoor growers should wait 50 to 70 days for Jack Herer to flower.",1,0,Torzon,United States,90.0,5.0
5g velvet lushers-cali |26% thc|*made in ...,Europe,WorldOfSweets,41.6234,5.0g,blush,hybrid,5.0,"Talkative,Creative,Happy,Hungry,Relaxed","Pepper,Honey,Earthy","Blush by Gastown is a balanced hybrid strain with uplifting cerebral effects and relaxing physical attributes. This strain tends to symptoms of depression by elevating the consumer’s mood with an intense, smile-inducing euphoria. This smiley head-high slowly dissolves into the body, saddling the limbs with a calming weight that allows the consumer to relax and relinquish stressful thoughts. Enjoy Blush near the end of the day to maximize its stress relieving qualities.    ",1,0,Torzon,Germany,416.0,4.97
